tr_test_id,cost_real,cost_pred
10168,3.36629145964,3.42277666497
11210,2.57896874635,2.59233992682
13066,3.26891939262,3.30812605471
19488,7.03582735654,7.14902690201
7037,6.20955581645,6.99172475489
9718,5.70600312703,5.66407456228
21799,23.5751684537,23.2662147703
14085,10.8333379701,16.2229436627
15942,36.7843848589,32.131216693
4681,9.37275696488,9.59318189295
3312,3.48591999911,3.5552549782
16528,3.38298381398,3.55976289094
15571,34.8647641092,51.6706130133
672,4.82130834673,5.17024824368
19059,12.3300857431,12.5180865736
20689,7.31681532136,7.29560406822
2863,5.16071955175,3.56234163712
5313,11.8181868765,12.1622800353
823,1.39659364689,2.28680676693
1555,6.00646550525,5.99562243377
29062,4.50693567323,4.47988803306
24208,8.76348603128,8.63724779156
24247,8.40460041286,6.12331074121
21242,3.23275262487,3.80311646682
20259,6.14000434001,5.47125974261
1439,6.3375305331,6.21553668689
19297,9.79562994163,9.54778758443
16481,74.0528479939,74.7238362939
19033,29.0335683246,29.0516548046
11527,25.330647719,68.3653103116
16309,5.73104165855,5.42164778571
5289,413.286001235,259.705726374
17216,7.56163651842,4.65851396952
21104,7.01635294314,6.64514360096
7451,12.4330219282,9.39643854138
26881,3.95330592078,3.98324877488
20587,4.20647329502,4.84744269679
11136,5.35546368578,6.8583502971
14067,8.07631744407,5.55803552929
678,13.2398190549,14.5642338437
25454,3.35238116435,3.19097457299
24129,3.28839380602,3.28869326815
21221,31.0616893775,30.4260133964
29974,5.76164430819,5.79300274085
15012,4.53753832286,4.15342323017
26730,4.10631916894,4.07010371696
4905,7.43366180177,7.32257607065
21577,2.34805784457,2.73639385674
25955,2.5233275652,2.80293499384
11759,5.46952810714,5.40637852665
16165,2.10045458845,2.33654381621
22123,1.55795307223,2.60829630309
23967,5.61141311908,5.76766123687
19262,38.8570188568,38.0068769655
9964,5.55577193793,4.07130233623
20320,2.71807169923,3.63032992987
12841,7.589457109,8.02842001125
19037,7.01357088408,7.4424071598
22725,2.21173695075,2.47520714495
15556,6.54618496241,6.0996061209
15714,2.70972552205,7.85600916674
26628,2.50107109274,2.14827113014
4973,11.2450827106,13.5653062602
6779,4.35114036601,3.34837513948
412,5.12455278401,5.45482243423
6518,3.52486882592,3.57907379659
11152,16.6923543453,14.5091431233
19586,8.86642221641,8.56024318729
1723,3.50261235346,3.68551672673
11891,5.45005369374,5.47136442844
19744,4.9019880594,5.06931025043
22134,4.90755217752,4.82983041897
5381,24.8632617973,28.271147422
23264,32.2691030085,16.4861747373
14158,5.94804226504,6.10725357092
27273,7.0191350022,6.07925632833
18268,7.64231623109,7.84338982278
2078,8.79687073997,11.4916757421
4763,7.08312236052,7.87336665405
9956,3.74465149146,3.837797897
7559,4.12579358235,4.27397389176
1130,1.39102952877,2.77120876945
30045,10.8889791512,10.7484949368
10674,2.70972552205,2.70473061116
28838,3.06582908142,3.08319203092
10509,5.90909343824,5.89516903364
16887,21.1186103059,20.8395386302
28231,26.4295610467,35.8009516643
17406,6.99687852974,6.9246280374
26595,3.34403498717,3.35635823055
3157,1.82781280081,1.75454973224
22591,3.42471469984,3.9325251067
29903,2.97958525064,3.01478765976
27547,2.96289289629,2.94877874451
20199,25.1553779984,25.0871685283
24692,1.04605420564,1.09305319841
23581,10.9585306277,9.52864710693
26503,5.45839987091,5.48308179116
10416,22.8963460436,18.2005758499
20449,30.0879687074,36.6305793917
9705,5.19966837856,5.18876623663
18651,14.3498606188,12.0076474672
18486,3.66397177879,3.55435602998
11556,28.6579903518,26.9689183824
4120,8.56874189725,9.23863125746
1739,5.16071955175,5.1815900896
21522,2.43430167536,2.69685902766
25408,12.6583687119,12.1965630601
15808,4.68776951197,4.42506370994
12589,3.47757382194,3.59698175878
14099,6.03150403677,6.16596661356
17779,12.7807793104,12.9239785551
4096,4.39287125187,3.37306627411
5043,3.16041908938,3.16604372416
13409,5.21914279196,5.24243531967
22425,94.7318929686,98.0007526435
4691,11.4008780178,14.4732619958
14290,30.8558170073,31.0248162092
6393,8.56317777914,7.39726699945
2160,6.25963287949,6.0967988737
13217,5.5446437017,10.1682867822
13725,6.02037580054,5.88918856752
19908,3.44975323136,3.39632188955
13032,5.51960517018,5.47771630905
11483,9.99872025283,10.0050695269
12194,12.6359211119,11.1197258947
11343,4.52641008663,4.50025466161
11669,26.0289445424,26.6538549037
20705,16.002403699,40.7428370454
15259,4.79905187427,3.59298175572
20292,9.32546196091,6.50032844575
7493,14.4583609221,14.723477914
22051,9.21696165766,6.29436390393
5156,33.0397333675,29.8238145193
5599,25.4113274317,26.0575537046
6064,2.79318729378,2.8642524696
10290,6.84108322251,6.8398790924
20545,4.30384536203,4.78940502041
25006,2.4120452029,2.42681019758
18986,61.8479549084,65.2207046487
16446,4.00060092476,4.96465122095
9149,1.53291454071,2.09295327014
4855,4.45129449208,4.51508526707
28532,6.19842758022,6.41286431372
7911,4.89364188223,4.23768733361
9865,2.99905966404,2.99402924645
7733,4.37896095658,5.86224339724
20275,32.2412824179,31.7118103374
21263,3.87819032622,4.30959650385
8393,0.934771843337,1.73522863967
596,4.72393627972,4.82942244913
5192,11.9099948254,11.9642009326
8521,27.8345008708,27.3833784491
16257,26.7133310706,17.0816769034
15019,3.01575201838,3.01258087929
23018,2.37309637609,2.41169563364
24232,12.6249840032,9.42489436414
29397,2.82657200247,2.84124235589
17363,8.62046733028,6.19580751053
164,3.23275262487,3.25735434547
19530,37.173873127,35.9110454445
5226,15.8994675139,15.4792388464
8864,10.9974794545,10.9609554303
7282,21.0518408885,20.823777169
18202,1.7643818543,4.0962555249
4008,4.54032038192,4.72658772407
26697,4.02007533816,3.94916355812
5251,6.07323492263,6.13898135571
1237,9.27816695693,9.77312669299
3197,5.33042515427,5.31097453726
18400,10.1072205561,12.3945020059
19765,9.60644992572,9.75371285381
4602,21.6917144717,21.7065178707
22668,2.92116201043,2.80395292514
17174,4.70724392537,4.73040965884
12618,1.91683869065,2.29669180853
26294,9.0110892874,8.57644862754
17405,30.3355719635,28.743158101
3203,4.9548471815,5.02501304171
22717,2.36753225797,2.49846965453
16712,4.88529570506,4.87187346574
17383,4.49024331889,4.5969066835
25675,5.35546368578,5.6391759141
18715,14.9424391981,13.4824956855
24288,15.757582502,16.8010199639
24168,6.03428609583,7.5379724655
15948,7.52825180973,7.01384258562
16464,15.902249573,16.0147250666
20869,9.65930904781,13.0177255853
24324,3.11590614446,3.15255460628
20153,3.61667677481,3.34736600195
27838,2.69859728582,2.76064223524
14811,25.2694424197,26.1350394142
28920,12.3022651525,12.2173614988
30068,2.0253389939,2.13333774841
25762,17.501933531,17.4642827456
24104,38.1058629113,36.5420711718
691,10.9835691592,12.9147476238
7520,4.06737034214,4.18989588941
6037,5.75608019007,5.00471049977
10030,29.87375016,31.2879169786
13014,6.03706815488,5.97770254295
21650,38.4202355848,37.6516405927
21810,17.3656126372,15.3437455812
17339,39.6805083378,24.1364609711
28912,11.7347251047,11.7794055343
5605,6.58791584828,6.28437534298
3171,9.11958959065,8.89583183215
29495,2.82378994341,2.83646476119
2057,3.51095853063,3.60688099988
18149,4.01451122004,4.15970027695
15303,5.73104165855,5.87601518556
18477,34.4057243647,14.0580457824
6440,3.76412590486,3.80513639992
9184,16.8147649438,15.4945623081
24190,2.69581522677,2.45231798124
11019,7.09146853769,6.92728552361
13774,4.78514157899,4.51934528287
4688,18.6147571541,13.7658109294
10881,24.0008234895,25.2052431435
27903,3.56659971178,3.5052525642
13907,4.19812711784,4.83156697342
16666,11.846007467,12.2119376558
11304,16.2750454867,12.6018669699
29415,2.19782665546,2.29828137725
17689,3.64449736539,3.70749814549
69,4.82965452391,5.73505869022
23235,1.77217161966,6.03776771268
20397,13.8796926381,9.49229461335
14504,4.49302537794,4.71376183922
12799,2.70972552205,13.0822098653
5740,6.15947875341,6.07964864425
15545,5.06891160286,5.22973657625
13140,5.1774119061,5.11798098578
14715,4.66273098045,6.6637173777
23557,75.6525319519,73.5196986218
4696,14.1300779533,14.6141672717
26924,15.7742748563,16.5679300528
10493,2.69859728582,2.76020823547
24160,20.448134073,19.4904528218
5833,21.463585629,22.1219592484
28376,10.8834150331,11.1135313217
19478,31.1840999761,30.3434724444
13242,4.98823189019,4.75881524114
22796,2.89890553797,2.84987554519
26283,5.25252750065,5.23675331696
10597,7.71743182564,7.78753247314
7940,21.0434947113,20.8537060311
28969,5.93691402881,5.98188143983
23697,49.8294597798,43.2978091489
14530,2.99627760498,3.07898825903
15443,9.09455105913,10.6821986069
17024,1.85563339139,1.86470730769
4614,65.4618496241,90.1268985897
25526,5.00492424453,4.83429314529
12369,16.1164681204,15.9063037661
4560,64.7997195684,88.4900337046
21923,18.5229492052,20.2019645598
4031,6.15113257624,6.11030709731
16628,10.199028505,10.2711069626
11498,15.9411983998,13.8025216347
26689,3.96999827512,3.89854630089
9938,9.84014288655,10.0936314318
8023,3.37185557775,3.27193488483
17127,3.72795913712,3.53550835757
25671,2.51219932897,1.85278455043
758,4.92424453186,4.64027254284
22086,66.9224306294,45.9126482217
25317,11.214480061,11.3989829068
881,3.39967616833,3.35977445046
5290,177.203251671,66.5162502404
5584,22.4484345354,22.7837972587
15218,5.39719457165,5.36752139063
20952,31.8879609176,31.6187258235
11133,9.43674432321,6.35691792497
15097,9.9486431898,10.0816043122
1282,15.7854030925,15.5524924387
28680,11.1004156396,11.1517947346
13389,40.3760231022,45.2320687068
18445,8.47136983024,11.7612145225
26952,16.6478414004,29.9825708733
8035,11.8738280576,11.8843829365
21368,7.80923977454,8.15837090663
3220,6.47385142692,6.61424227521
11859,30.3884310856,27.3974872015
27744,18.5980647997,16.1446083404
13661,9.93195083545,8.22931951166
26525,21.2076361957,20.9585118401
26185,14.3025656149,13.5703568537
5003,8.39069011757,7.34439572731
21756,69.851938817,31.8005074489
29236,17.4129076412,16.9473394637
6516,3.98112651135,3.97051314064
14505,3.34681704623,3.52822730964
12940,13.7322435081,13.1007022709
18021,3.73630531429,5.82773691334
7468,3.35238116435,4.64886075206
19702,8.35452334982,8.42635958587
8442,2.34249372646,2.46840752285
21816,22.963115461,20.5196412341
16624,17.9108962125,23.3354045304
768,10.0348870206,11.8715587754
3635,11.2729033012,10.3422743378
19619,4.3316659526,5.22912168046
28914,4.08128063743,4.06003927844
24271,3.13538055786,3.56311758284
16384,2.14218547431,2.72286327355
1950,5.58915664662,5.08515935543
23219,7.83427830606,11.2537358215
6538,4.40678154716,4.36018905211
25364,2.0253389939,2.03656021061
15353,21.3495212076,21.3882455447
8503,16.7424314083,10.5281593107
13844,5.82841372557,5.76678916808
29959,2.69303316771,2.6885171568
17301,4.17587064538,4.23357206643
26105,13.3538834762,9.07867554771
17531,5.09951425249,4.84205642563
27833,6.30136376535,6.43435813185
28760,12.4052013376,12.4897410183
22055,6.30970994252,7.32791096455
5804,7.12485324638,7.38104139232
22083,28.0153347095,30.9221559212
2611,4.99657806736,5.05761934428
20921,32.5556550914,35.097543487
19573,15.9578907541,16.7533317326
16704,3.67231795597,3.14497607301
26293,9.19748724426,8.73971363654
24319,1.60803013526,1.79160830984
385,25.7006615736,30.213296436
28289,6.27354317477,5.9905603885
17285,2.29519872248,2.27433791887
30153,2.61235345504,2.75074874113
12041,2.39535284855,4.06139201405
16013,8.76626809034,8.79070973294
15239,12.1464698453,12.6546489539
1040,6.29858170629,9.36826470799
439,3.96165209795,3.80042194288
4167,5.37493809919,5.29912795418
3861,2.8571746521,2.99010137652
1235,25.5810330342,26.3896374794
22580,11.9489436522,11.9771824995
9344,4.26767859428,4.27447105912
29738,2.13383929714,2.1024902897
9642,9.97368172132,9.95153366022
21801,19.7943501945,19.5637036738
29699,7.77863712491,7.52750964041
7092,7.83706036512,8.6873759052
17244,6.82439086817,6.65897895748
12399,5.52516928829,5.73487478817
21598,3.31065027848,3.93358401274
4995,5.3415533905,5.39453120947
23496,7.87322713287,5.46970136206
406,9.45621873661,10.2890939948
14520,6.12887610378,6.3164202872
9634,4.64603862611,4.61783343806
19176,7.26673825832,8.30600175664
20994,8.10413803464,10.3013181554
25549,2.47603256122,2.60576468243
14608,3.76969002298,3.72778088785
25183,4.87138540977,4.74153557667
25177,3.74743355052,3.69790310888
4410,17.9081141534,17.2702453616
1054,12.1297774909,12.2782788121
20565,11.503814203,11.026405134
18546,7.16658413225,8.1470810329
10543,30.3077513729,30.2525765001
20945,86.3217284377,147.970273962
19028,3.24944497922,3.92845561544
11456,2.46490432499,2.60093639329
11752,4.04789592873,4.23784799696
6235,12.6082916488,12.8272031666
5968,6.26241493854,5.15716345206
4511,5.13289896118,5.21387913542
17463,10.9835691592,10.9784886276
29129,30.2966231367,25.8971516213
15495,8.49919042081,7.87238566487
13453,4.39287125187,4.36177814517
7976,3.59720236141,3.56550817931
22540,5.30260456369,5.39441496842
10525,5.61419517814,5.66625657251
25458,28.3102329696,28.012748758
2730,3.26057321545,3.44596069634
12,3.60833059764,3.59751797836
8858,4.08406269648,4.06193375247
3454,21.5470474007,21.5032411259
8129,3.05191878613,3.02706893872
14759,17.5547926531,17.6516960996
27902,5.48065634337,5.49225887611
3646,15.6296077853,17.2763468915
21632,36.9012313393,36.3498713708
2707,2.44264785253,2.43576315039
23634,16.870406125,7.78312570487
27834,4.38730713376,4.48201740301
19235,8.60212660594,7.68143800098
8305,8.95544810625,9.23992459817
301,12.6138557669,11.8254106851
24259,10.2185029184,13.1302912785
10685,5.43892545751,5.35222473146
11337,3.52765088497,3.46503778454
21788,7.12763530544,7.22405696613
2010,28.4215153319,28.5774159797
19261,5.75608019007,5.42839108355
9429,286.685621762,93.0461028967
8110,5.87292667049,5.86822069995
28186,29.1921456909,27.6454248356
7446,22.9965001697,36.1512462796
10780,3.39689410927,3.40984980453
30014,6.92454499424,6.61356730521
19045,3.1520729122,3.54954444603
11726,10.1739899735,13.0483658262
6232,5.75886224913,5.75921795388
11777,28.5967850526,23.9101162037
27131,5.75608019007,6.18524614012
11821,4.13135770046,4.12942536941
25680,1.75269720626,1.8543598166
25561,11.4453909628,11.4535430314
6870,8.77183220845,10.6421841563
18406,3.3162143966,3.00792689462
21434,32.3497827212,36.17965157
21308,6.68250585623,7.97656282886
7006,25.1442497621,26.3739875705
17455,8.11526627087,6.76976302388
24321,11.9155589435,12.1422642558
8346,18.2781280081,27.9631678507
13677,4.31497359826,4.20465191348
15242,3.34681704623,3.57586302719
3619,3.57772794801,3.69768863322
4411,10.7916070842,10.1759400287
11992,21.4357650384,22.5125824716
11282,22.4261780629,22.7659573436
15537,6.58791584828,6.70432621655
18077,23.1828981266,13.7677540642
26955,7.27230237643,7.56685216962
4189,2.8571746521,2.92027693259
18435,4.01451122004,5.54916584414
2702,6.04541433206,6.03945619182
5457,6.47385142692,6.61424227521
23841,2.80431553001,2.85088982436
12636,8.74957573599,8.7591869607
3709,4.34279418884,4.88370921514
29612,2.69859728582,2.70797531038
8270,5.40275868976,3.9972399475
28634,8.50475453893,9.03744652032
27831,21.6026885819,21.927693471
11256,12.5526504677,12.3984382057
18236,6.93010911236,6.68309766285
11927,7.78976536114,7.53699169552
19549,5.66983635929,5.60420810869
13981,12.4803169322,12.7031058
21907,13.6126149686,13.9395952315
27518,7.42809768366,7.31201623702
12833,17.6354723658,16.1960787582
7004,5.53073340641,5.65087554611
1705,3.18267556184,3.2807593914
26751,111.349131719,106.610813966
21253,6.62686467508,6.43134859612
6873,4.01172916099,5.91378292111
26765,21.3912520935,21.2195647368
24397,21.9365356688,21.943707738
18633,6.7631855689,7.33529821651
14799,8.51588277516,10.183890004
24606,2.26181401379,2.28936058417
26605,3.07417525859,2.97632373131
29616,6.07601698169,5.99753595477
9585,17.0262014322,16.9330739135
25125,6.36813318273,5.94328268074
19672,7.22500737246,7.42780422848
3335,5.1774119061,5.18532962326
29829,2.87943112456,2.65370264387
16055,4.32610183449,4.5252469375
9920,6.16782493059,5.7497148176
18115,93.9334420191,100.485214449
415,4.53753832286,4.55790035112
8005,89.4153781096,103.511147418
16109,8.02067626292,9.22459460225
16326,8.30444628679,9.75049465202
10018,16.4391869711,10.9508008243
17125,6.78822410042,6.57548846627
27373,6.1733890487,6.84563066773
24521,4.24820418088,3.91363156693
26796,2.76814876226,3.2622139223
9458,10.4049008752,16.4255264189
1684,28.2490276704,27.2821731946
9584,28.8861191945,28.8798226825
27726,2.60122521881,2.6176289037
26289,20.5149034904,19.9570444654
25865,91.0929597213,82.7451502228
25738,1.81946662364,2.08370754901
11887,9.84014288655,9.66441737113
19350,6.32640229687,6.13148153073
12092,4.47076890548,4.55423258565
13909,2.73476405357,3.00220080059
3588,4.72393627972,4.57441481166
23610,4.13135770046,4.03116623434
2697,9.80675817786,12.5452082642
18593,214.950228963,205.848830776
2533,3.03800849084,2.88169409735
27754,3.2049320343,3.21242598745
8715,11.3424547776,11.3710863502
15260,4.61265391742,3.51322322619
25988,28.3714382689,28.3973260551
3181,4.15639623198,3.97984541475
13056,3.68622825125,3.60860342198
19314,12.4385860463,11.8526695304
7979,3.05470084519,3.00960428173
3438,5.99533726902,6.21250263521
7679,4.24542212182,4.28761962431
2522,7.24726384492,7.43121995648
20748,6.44324877729,8.30330954988
21016,29.1198121554,28.8103095378
12823,1.9724798718,1.94637396589
6869,12.2911369163,13.8199588311
8526,4.65438480328,4.55144552564
11240,4.94928306338,4.81416612214
29164,28.3241432649,28.0391243002
26907,20.8070196914,19.9919415736
267,21.4663676881,21.884013832
6799,2.80431553001,2.94330398918
18709,14.9424391981,13.4824956855
1189,8.16256127485,8.20827433949
4876,2.12271106091,2.12325892617
11530,9.79006582352,7.57635993702
12617,2.05594164353,2.60042732109
21514,25.9482648298,26.5962407409
13209,4.79905187427,7.19397346466
7016,14.6753615286,9.48577853519
16902,1.72487661568,1.82576384334
29656,10.2045926231,10.3223608741
21193,7.69239329412,5.37286531524
27088,20.1421075767,19.3896483083
18550,6.21511993457,7.68227452209
23504,8.56317777914,7.64098373961
23100,15.7297619114,13.6484554123
17396,9.1557563584,7.54199374255
16689,1.93909516311,1.9958431796
5433,15.8660828052,14.4310966253
28034,6.01481168242,6.15770398125
20378,7.2027509,7.1492381226
20939,35.0789826566,33.4686566477
1993,3.94217768455,4.08213066916
28525,4.74619275218,4.80148275863
20458,46.4631683201,50.0802166033
17649,3.45809940853,2.91924034961
26973,6.83273704534,6.75781537246
28597,21.9532280231,21.8305206472
4272,28.5161053399,27.9789879214
3721,4.18978094067,3.11545679195
24278,46.6078353911,31.0346154318
15892,7.84262448323,7.57488454853
21295,2.74311023074,3.60783550722
1102,76.0726228696,47.5012080407
8460,2.42595549818,3.08993253942
26613,4.62378215365,5.25782767089
21203,8.06797126689,8.40076375771
22674,21.7501377119,22.0528414314
27594,3.44140705419,3.60528582456
18962,36.497832776,34.8984523263
13942,9.38110314206,4.69387444014
8052,13.4818581929,13.6426212576
6305,5.77277254442,6.28733982287
10165,6.7437111555,6.85661456777
23909,5.90074726106,5.96884902153
17138,3.12981643974,2.98638056736
169,11.9990207152,12.0262523604
15941,5.20523249668,5.78152175595
13333,5.17462984704,5.38600027391
10415,7.66179064449,5.23483744497
23049,2.30910901777,2.90341477938
23372,10.4132470524,9.27995869289
7086,4.43738419679,4.70948560913
6196,12.8058178419,12.2566266816
28884,2.67912287242,2.74516870838
16337,5.27200191406,4.95510836464
214,2.91559789231,2.90468824608
8443,2.27850636813,2.35208811522
24191,2.60957139598,2.3895023596
7156,11.7903662859,8.26238037025
23761,31.6236653072,31.5264912299
4109,21.3856879754,15.2854415548
4782,5.64201576871,5.71241201736
10411,2.96011083723,2.96745502313
27090,18.1724097639,15.2879762576
6708,6.07601698169,6.10754062531
23483,10.6608503085,10.5611614847
19294,90.6784329218,136.690327329
565,14.8617594854,11.7841796904
5571,8.20985627883,7.36594599567
874,52.3249667544,54.3437148053
29455,2.47881462028,2.57247188898
1568,4.68220539386,4.83923373885
20208,25.8536748218,25.216854827
5818,22.7989739766,22.5758512102
7197,4.23151182653,4.21252339914
8106,3.44418911325,3.58483995912
3282,4.90477011846,4.87459129475
29181,5.90352932012,5.75913069404
1667,3.06304702236,3.11763192341
28787,21.1686873689,20.9094029202
23997,6.48776172221,6.25772553936
12763,16.3946740261,16.5981277838
2856,2.77927699849,2.82893686961
7297,2.7264178764,2.72362769047
29292,16.0719551755,14.8595772608
21526,32.8477712925,33.3257190805
1082,28.5912209344,27.1282008278
9716,9.50073168153,9.62459762154
21499,1.69983808416,1.4487398436
23016,2.60122521881,2.66364322874
26507,1.93909516311,1.94484078192
21611,31.4122288188,30.8366873683
10240,21.1825976642,21.1639332352
1805,5.29982250463,5.32862554052
5729,64.1737562805,40.5838270554
19975,5.81728548934,7.48091126368
21092,8.69949867296,9.33029517944
20202,25.5559945027,25.6610968864
28373,2.15331371054,2.17155197741
5593,13.826833516,13.6472040958
21234,8.45189541684,8.77424525855
25039,2.99071348687,2.99423329322
8380,3.18267556184,3.10508734701
21676,8.2376768694,8.29844922013
6620,16.8787523022,9.68521808881
22244,5.40275868976,5.82904019863
7969,3.68066413314,3.61951865529
18560,7.03304529749,7.25442319682
3185,13.534717315,13.6279751381
19080,3.05748290425,3.57122640149
29672,20.9489047033,26.6068287272
21710,7.01635294314,8.19935952979
3723,18.175191823,17.51677521
14787,5.66983635929,5.7094770238
7770,5.11342454778,5.04747330703
3006,6.56844143487,6.44265140178
22106,60.1091679974,59.1404366149
10757,2.63739198656,2.68358357406
6776,8.55483160197,6.89917484152
7100,17.1096632039,13.3499538616
3932,4.84078276014,4.82525292674
22812,2.78205905755,2.44707865124
10241,11.6178786243,11.6851092089
20916,7.50321327821,7.35122215093
19089,6.32640229687,6.36590324069
5297,30.8307784758,25.8941209545
18683,14.3498606188,14.1757797278
9388,22.4595627716,22.8208839773
7810,24.173311151,25.3244524782
26323,6.57678761205,6.78586029501
26242,2.64852022279,3.88809802842
15293,5.45561781185,5.18521052875
23030,4.21760153125,3.92209175067
10660,118.293151127,61.386187504
23563,7.65066240826,7.43621481027
23663,10.6691964857,13.9239277741
13001,13.2119984643,13.4737682711
16102,9.16688459463,10.0712298765
27920,2.43986579347,2.46375087786
14508,2.80431553001,2.88153513688
6361,6.74649321456,7.47201577562
6739,5.31929691803,5.20006812715
9890,6.17895316682,6.53817899138
29708,5.46118192997,5.67282350403
1970,7.18605854565,7.21181119917
14919,9.30876960656,17.4942596187
16642,16.0079678171,16.2071518821
15994,10.0432331978,9.4266426193
4867,2.5428019786,2.49675207922
13037,9.92916877639,9.80931830364
10252,2.98236730969,2.99475324781
1210,21.7918685978,20.7993403558
27174,2.69859728582,2.88068381792
28452,21.026802357,20.9835605722
28438,5.92856785164,6.48248239091
3405,7.24448178586,7.39505156933
172,3.19936791618,3.24024844564
17555,9.40335961452,9.27514693522
21316,4.81574422862,4.65609902084
17309,15.6852489665,15.5720356868
1292,6.72145468304,6.8273475254
8318,10.9557485686,10.7018857916
2857,2.63739198656,2.68737555388
8849,6.00646550525,6.02456673791
25426,3.9783444523,3.99995805915
18894,96.8323475571,39.5172752268
14941,9.23087195295,9.4634629839
16991,3.01018790027,2.56348980602
12806,6.09270933603,6.02649940811
29512,3.48035588099,7.69647749494
878,12.1993289674,11.961836839
26344,3.71683090089,3.42805526007
28568,15.6490821987,15.6034312154
23732,15.0787600919,45.4615815289
9600,9.3059875475,8.9851534586
3763,3.57772794801,3.52082706207
20417,2.3591860808,2.1031002287
9098,16.5504693334,16.4383820035
7204,7.41140532931,7.5179778907
3809,16.4002381443,12.3764304777
2915,8.36565158605,8.0722612313
17291,4.10353710989,7.85204025195
16675,31.7015629608,31.1501567081
461,7.35576414816,7.19705991382
18970,3.722395019,3.81327970605
22829,1.95856957651,1.97974577353
10535,26.4239969286,26.8110517134
2781,4.07571651931,4.10191111968
14642,21.0073279436,20.7926394742
11169,2.12827517903,4.29324498389
16724,31.6514858977,31.6490873595
